addr,domain,date_added,domain_percent_increase
Jeanice.Silva@comcast.com,comcast.com,2015-03-07,0.001331
Jeanice.Solis@hotmail.com,hotmail.com,2015-06-01,0.000887
Jeanice.Sosa@aol.mk,aol.mk,2015-03-11,0
Jeanice.Sosa@mockmail.uk,mockmail.uk,2014-03-26,0
Jeanice.Stone@gmail.eu,gmail.eu,2015-05-01,0
Jeanice.Tucker@gmail.com,gmail.com,2014-04-14,0.004437
Jeanice.Velez@gmail.com,gmail.com,2015-07-21,0.004437
Jeanice.Velez@gmail.net,gmail.net,2015-01-11,0.001331
Jeanice.Watkins@yahoo.ca,yahoo.ca,2015-04-04,0.003106
Jeanice.Yu@hotmail.ca,hotmail.ca,2014-12-20,0.00488
Jerrie.Acevedo@gmail.net,gmail.net,2015-01-24,0.001331
Jerrie.Acevedo@liardomain.ao,liardomain.ao,2014-08-30,0
Jerrie.Acevedo@yahoo.net,yahoo.net,2014-08-23,0.002218
Jerrie.Aguirre@yahoo.com,yahoo.com,2014-07-27,0.001775
Jerrie.Barron@hotmail.ca,hotmail.ca,2014-08-14,0.00488
Jerrie.Barron@yahoo.co,yahoo.co,2015-06-25,0.000887
Jerrie.Bass@sympatico.edu,sympatico.edu,2015-04-11,0
Jerrie.Becker@comcast.co,comcast.co,2014-05-11,0
Jerrie.Callahan@gmail.edu,gmail.edu,2014-03-01,0.001775
Jerrie.Cervantes@boguscompany.es,boguscompany.es,2014-03-28,0
Jerrie.Dyer@hotmail.net,hotmail.net,2014-10-04,0.001775
Jerrie.English@aol.ca,aol.ca,2015-02-17,0.000887
Jerrie.English@hotmail.ke,hotmail.ke,2014-10-11,0.000444
Jerrie.English@yahoo.edu,yahoo.edu,2014-07-05,0
Jerrie.Flynn@yahoo.edu,yahoo.edu,2015-06-05,0
Jerrie.Gallegos@liarmail.edu,liarmail.edu,2014-02-12,0
Jerrie.Gallegos@sympatico.int,sympatico.int,2014-10-29,0
Jerrie.Garrett@gmail.ca,gmail.ca,2014-07-21,0.001331
Jerrie.Gates@gmail.com,gmail.com,2015-06-12,0.004437
Jerrie.Haas@comcast.net,comcast.net,2014-08-17,0.000444
Jerrie.Hess@yahoo.es,yahoo.es,2014-04-04,0.000444
Jerrie.Hicks@yahoo.net,yahoo.net,2014-02-13,0.002218
Jerrie.Hoover@comcast.ca,comcast.ca,2014-04-14,0.000444
Jerrie.Hoover@hotmail.net,hotmail.net,2015-03-27,0.001775
Jerrie.Hoover@yahoo.aero,yahoo.aero,2015-01-29,0
Jerrie.Hubbard@comcast.net,comcast.net,2014-10-15,0.000444
Jerrie.Long@hushmail.net,hushmail.net,2015-06-25,0
Jerrie.Manning@yahoo.ca,yahoo.ca,2015-01-19,0.003106
Jerrie.Mooney@yahoo.net,yahoo.net,2015-07-22,0.002218
Jerrie.Morrison@liarbusiness.net,liarbusiness.net,2014-02-08,0
Jerrie.Murillo@yahoo.ca,yahoo.ca,2014-10-13,0.003106
Jerrie.Myers@gmail.net,gmail.net,2014-07-09,0.001331
Jerrie.Pugh@hotmail.ca,hotmail.ca,2015-07-10,0.00488
Jerrie.Richmond@hotmail.mil,hotmail.mil,2014-04-03,0
Jerrie.Rivera@yahoo.in,yahoo.in,2014-05-02,0.000444
Jerrie.Sosa@yahoo.net,yahoo.net,2014-09-13,0.002218
Jerrie.Tucker@hotmail.ca,hotmail.ca,2015-05-26,0.00488
Jerrie.Tucker@hotmail.com,hotmail.com,2014-05-02,0.000887
Jerrie.Valenzuela@gmail.ca,gmail.ca,2015-05-16,0.001331
Jerrie.Velez@phonymail.ke,phonymail.ke,2014-06-28,0
Jerrie.Walsh@sympatico.ca,sympatico.ca,2014-10-31,0.000444
Jerrie.Watkins@hotmail.net,hotmail.net,2014-05-23,0.001775
Jody.Acevedo@yahoo.ca,yahoo.ca,2014-04-04,0.003106
Jody.Acevedo@yahoo.co,yahoo.co,2015-02-02,0.000887
Jody.Aguirre@gmail.edu,gmail.edu,2014-07-01,0.001775
Jody.Bass@boguscompany.com,boguscompany.com,2014-10-30,0.000444
Jody.Bautista@sympatico.ca,sympatico.ca,2014-10-15,0.000444
Jody.Butler@hotmail.co,hotmail.co,2015-03-13,0
Jody.Cain@gmail.net,gmail.net,2014-10-25,0.001331
Jody.Cain@hotmail.net,hotmail.net,2015-01-28,0.001775
Jody.Cain@yahoo.ca,yahoo.ca,2015-07-26,0.003106
Jody.Cantu@pseudocompany.mk,pseudocompany.mk,2015-05-24,0
Jody.Case@sympatico.com,sympatico.com,2015-03-19,0.000444
Jody.Davidson@gmail.com,gmail.com,2014-11-06,0.004437
Jody.Davidson@yahoo.net,yahoo.net,2014-10-16,0.002218
Jody.Dillon@mockcompany.uk,mockcompany.uk,2014-11-19,0
Jody.Dominguez@yahoo.com,yahoo.com,2015-06-06,0.001775
Jody.Dyer@hotmail.ca,hotmail.ca,2014-11-30,0.00488
Jody.Fowler@yahoo.ca,yahoo.ca,2015-01-15,0.003106
Jody.Frederick@hotmail.net,hotmail.net,2014-02-10,0.001775
Jody.Haas@mockbusiness.com,mockbusiness.com,2014-04-11,0
Jody.Harris@yahoo.co,yahoo.co,2014-06-20,0.000887
Jody.Hess@comcast.biz,comcast.biz,2014-12-08,0.000444
Jody.Hicks@gmail.ca,gmail.ca,2015-03-18,0.001331
Jody.Kaufman@hotmail.edu,hotmail.edu,2014-07-04,0.000887
Jody.Mata@yahoo.in,yahoo.in,2015-07-28,0.000444
Jody.Mooney@yahoo.eu,yahoo.eu,2015-05-10,0
Jody.Odom@comcast.ke,comcast.ke,2014-11-03,0.000887
Jody.Pugh@gmail.ca,gmail.ca,2014-08-10,0.001331
Jody.Pugh@sympatico.ca,sympatico.ca,2014-08-21,0.000444
Jody.Richmond@gmail.com,gmail.com,2015-01-26,0.004437
Jody.Rivera@yahoo.ca,yahoo.ca,2015-07-14,0.003106
Jody.Rivera@yahoo.net,yahoo.net,2015-02-17,0.002218
Jody.Ryan@gmail.com,gmail.com,2015-02-10,0.004437
Jody.Shields@gmail.com,gmail.com,2014-09-08,0.004437
Jody.Silva@aol.ai,aol.ai,2014-02-18,0
Jody.Silva@pseudocompany.int,pseudocompany.int,2015-03-04,0
Jody.Sosa@sympatico.uk,sympatico.uk,2014-08-29,0.000887
Jody.Watson@yahoo.ca,yahoo.ca,2014-04-01,0.003106
Jody.Yu@hotmail.in,hotmail.in,2014-10-13,0
Jonah.Arellano@liarbusiness.com,liarbusiness.com,2015-02-09,0
Jonah.Baker@phonybusiness.uk,phonybusiness.uk,2014-08-13,0
Jonah.Bass@fakedomain.ai,fakedomain.ai,2015-03-18,0
Jonah.Briggs@comcast.ca,comcast.ca,2014-10-15,0.000444
Jonah.Callahan@gmail.com,gmail.com,2014-09-12,0.004437
Jonah.Case@sympatico.net,sympatico.net,2015-03-03,0.000887
Jonah.Clarke@yahoo.com,yahoo.com,2015-05-06,0.001775
Jonah.Dyer@sympatico.com,sympatico.com,2014-09-25,0.000444
Jonah.Fowler@hotmail.ca,hotmail.ca,2014-06-15,0.00488
Jonah.French@sympatico.ca,sympatico.ca,2015-01-03,0.000444
Jonah.Garrett@yahoo.ca,yahoo.ca,2014-03-16,0.003106
Jonah.Gray@liardomain.ca,liardomain.ca,2014-02-27,0.000444
Jonah.Harris@yahoo.uk,yahoo.uk,2015-06-12,0
Jonah.Hebert@hotmail.uk,hotmail.uk,2015-03-22,0.000444
Jonah.Hicks@gmail.gov,gmail.gov,2015-06-08,0
Jonah.Hoover@sympatico.mil,sympatico.mil,2015-07-29,0.000444
Jonah.Houston@phonydomain.uk,phonydomain.uk,2014-04-02,0
Jonah.Huber@pseudomail.com,pseudomail.com,2014-02-11,0
Jonah.Kent@sympatico.ca,sympatico.ca,2014-03-26,0.000444
Jonah.Kirk@gmail.biz,gmail.biz,2015-05-12,0
Jonah.Kirk@yahoo.edu,yahoo.edu,2014-11-24,0
Jonah.Moon@hotmail.edu,hotmail.edu,2014-04-24,0.000887
Jonah.Mooney@mockmail.com,mockmail.com,2014-08-03,0
Jonah.Morrison@hotmail.ca,hotmail.ca,2014-11-22,0.00488
Jonah.Murillo@hotmail.uk,hotmail.uk,2014-09-12,0.000444
Jonah.Pierce@aol.net,aol.net,2014-05-08,0.001331
Jonah.Pierce@gmail.com,gmail.com,2014-04-06,0.004437
Jonah.Potter@bogusdomain.net,bogusdomain.net,2014-06-15,0
Jonah.Potter@phonycompany.com,phonycompany.com,2014-04-06,0.000444
Jonah.Roach@sympatico.ao,sympatico.ao,2014-05-25,0
Jonah.Sanchez@sympatico.edu,sympatico.edu,2014-02-02,0
Jonah.Sandoval@hotmail.ca,hotmail.ca,2014-06-03,0.00488
Jonah.Short@fakemail.eu,fakemail.eu,2015-01-15,0
Jonah.Silva@aol.net,aol.net,2014-12-25,0.001331
Jonah.Silva@yahoo.uk,yahoo.uk,2015-04-19,0
Jonah.Sosa@aol.com,aol.com,2014-09-14,0.000444
Jonah.Valentine@liarbusiness.ca,liarbusiness.ca,2015-07-18,0.000444
Jonah.Velez@hotmail.ca,hotmail.ca,2015-07-20,0.00488
Karine.Acevedo@gmail.ke,gmail.ke,2014-11-21,0
Karine.Acevedo@sympatico.com,sympatico.com,2014-10-01,0.000444
Karine.Baker@gmail.gov,gmail.gov,2014-03-10,0
Karine.Barron@gmail.com,gmail.com,2015-05-11,0.004437
Karine.Bautista@hotmail.net,hotmail.net,2014-03-01,0.001775
Karine.Bautista@yahoo.net,yahoo.net,2014-11-17,0.002218
Karine.Briggs@hotmail.ca,hotmail.ca,2014-11-04,0.00488
Karine.Butler@yahoo.co,yahoo.co,2014-10-21,0.000887
Karine.Cain@comcast.ca,comcast.ca,2015-06-20,0.000444
Karine.Cain@phonycompany.ca,phonycompany.ca,2014-04-30,0.000887
Karine.Callahan@yahoo.com,yahoo.com,2015-06-05,0.001775
Karine.Cantu@bogusdomain.net,bogusdomain.net,2015-04-24,0
Karine.Cantu@fakebusiness.in,fakebusiness.in,2014-06-29,0
Karine.Case@gmail.ca,gmail.ca,2014-02-25,0.001331
Karine.Case@yahoo.net,yahoo.net,2014-03-26,0.002218
Karine.Davies@hotmail.ca,hotmail.ca,2015-04-26,0.00488
Karine.Dillon@yahoo.ca,yahoo.ca,2015-03-02,0.003106
Karine.Garrett@phonydomain.net,phonydomain.net,2014-08-29,0
Karine.Goodman@gmail.ca,gmail.ca,2014-12-16,0.001331
Karine.Goodman@gmail.uk,gmail.uk,2015-02-27,0.000887
Karine.Harris@hotmail.ca,hotmail.ca,2014-11-24,0.00488
Karine.Harris@mockdomain.gov,mockdomain.gov,2015-05-15,0
Karine.Hatfield@gmail.uk,gmail.uk,2014-11-10,0.000887
Karine.Hebert@hotmail.es,hotmail.es,2015-01-13,0
Karine.Hicks@yahoo.ca,yahoo.ca,2014-12-23,0.003106
Karine.Hodges@yahoo.uk,yahoo.uk,2015-01-01,0
Karine.Houston@aol.ca,aol.ca,2014-02-13,0.000887
Karine.Howard@aol.gov,aol.gov,2014-04-14,0.000444
Karine.Hubbard@aol.net,aol.net,2015-02-04,0.001331
Karine.Hubbard@comcast.aero,comcast.aero,2014-04-06,0
Karine.Hunter@hotmail.net,hotmail.net,2015-01-25,0.001775
Karine.Manning@yahoo.net,yahoo.net,2014-11-15,0.002218
Karine.Mata@bogusmail.net,bogusmail.net,2014-07-30,0
Karine.Mcdowell@phonydomain.net,phonydomain.net,2014-03-21,0
Karine.Melendez@comcast.com,comcast.com,2015-04-16,0.001331
Karine.Morrison@gmail.ca,gmail.ca,2014-04-21,0.001331
Karine.Morrison@gmail.com,gmail.com,2015-07-06,0.004437
Karine.Olson@mockdomain.int,mockdomain.int,2015-06-11,0
Karine.Olson@yahoo.ca,yahoo.ca,2014-12-07,0.003106
Karine.Pham@yahoo.net,yahoo.net,2015-03-06,0.002218
Karine.Pierce@gmail.mil,gmail.mil,2014-02-03,0
Karine.Potter@gmail.net,gmail.net,2015-05-27,0.001331
Karine.Ramirez@hotmail.com,hotmail.com,2014-10-18,0.000887
Karine.Ramirez@hotmail.net,hotmail.net,2014-08-27,0.001775
Karine.Ramirez@yahoo.com,yahoo.com,2014-09-12,0.001775
Karine.Roach@comcast.mobi,comcast.mobi,2015-02-16,0
Karine.Sandoval@hotmail.ca,hotmail.ca,2014-07-09,0.00488
Karine.Shields@gmail.net,gmail.net,2014-11-30,0.001331
Karine.Short@aol.com,aol.com,2015-05-03,0.000444
Karine.Tate@aol.com,aol.com,2014-12-04,0.000444
Karine.Tate@gmail.es,gmail.es,2014-06-30,0
Karine.Valenzuela@aol.co,aol.co,2014-12-20,0.000444
Karine.Watson@fakedomain.ca,fakedomain.ca,2015-07-03,0.000444
Lewis.Acevedo@comcast.ca,comcast.ca,2014-09-07,0.000444
Lewis.Acevedo@yahoo.ca,yahoo.ca,2015-02-01,0.003106
Lewis.Arellano@gmail.ca,gmail.ca,2015-04-27,0.001331
Lewis.Barron@pseudomail.ca,pseudomail.ca,2014-05-25,0
Lewis.Bautista@gmail.net,gmail.net,2014-04-09,0.001331
Lewis.Becker@aol.net,aol.net,2014-04-19,0.001331
Lewis.Briggs@hotmail.net,hotmail.net,2014-07-10,0.001775
Lewis.Callahan@yahoo.ca,yahoo.ca,2014-12-31,0.003106
Lewis.Cantu@pseudomail.mil,pseudomail.mil,2015-01-03,0
Lewis.Cervantes@boguscompany.com,boguscompany.com,2014-05-19,0.000444
Lewis.Cooke@sympatico.com,sympatico.com,2014-01-26,0.000444
Lewis.Dillon@phonycompany.ca,phonycompany.ca,2015-02-12,0.000887
Lewis.French@yahoo.net,yahoo.net,2014-03-24,0.002218
Lewis.French@yahoo.uk,yahoo.uk,2014-07-31,0
Lewis.Friedman@sympatico.com,sympatico.com,2015-01-25,0.000444
Lewis.Garrison@aol.ca,aol.ca,2015-05-24,0.000887
Lewis.Garrison@sympatico.net,sympatico.net,2015-06-23,0.000887
Lewis.Gomez@hotmail.net,hotmail.net,2014-04-27,0.001775
Lewis.Hebert@aol.com,aol.com,2014-03-17,0.000444
Lewis.Hess@sympatico.ca,sympatico.ca,2014-04-02,0.000444
Lewis.Hoover@mockmail.com,mockmail.com,2014-01-27,0
Lewis.Houston@bogusbusiness.ca,bogusbusiness.ca,2014-04-21,0
Lewis.Huber@gmail.net,gmail.net,2014-02-15,0.001331
Lewis.Huber@hotmail.net,hotmail.net,2014-12-17,0.001775
Lewis.Mata@yahoo.uk,yahoo.uk,2015-03-06,0
Lewis.Mcdowell@gmail.co,gmail.co,2014-05-22,0.000887
Lewis.Mercado@mockmail.net,mockmail.net,2015-04-30,0.000444
Lewis.Morrison@gmail.mobi,gmail.mobi,2014-02-26,0
Lewis.Murillo@pseudomail.edu,pseudomail.edu,2014-09-20,0
Lewis.Myers@hotmail.com,hotmail.com,2014-07-06,0.000887
Lewis.Owen@pseudomail.uk,pseudomail.uk,2014-03-11,0
Lewis.Pham@hotmail.ca,hotmail.ca,2015-01-01,0.00488
Lewis.Pham@hotmail.net,hotmail.net,2015-03-21,0.001775
Lewis.Pierce@yahoo.net,yahoo.net,2015-01-05,0.002218
Lewis.Richmond@hotmail.com,hotmail.com,2014-07-17,0.000887
Lewis.Riley@hotmail.com,hotmail.com,2014-11-17,0.000887
Lewis.Rivas@hotmail.ca,hotmail.ca,2014-01-25,0.00488
Lewis.Rivera@gmail.net,gmail.net,2015-07-09,0.001331
Lewis.Rivera@yahoo.mk,yahoo.mk,2014-07-31,0.000444
Lewis.Roach@hotmail.ca,hotmail.ca,2014-11-27,0.00488
Lewis.Sandoval@sympatico.net,sympatico.net,2014-10-18,0.000887
Lewis.Shields@gmail.net,gmail.net,2015-02-19,0.001331
Lewis.Sosa@mockdomain.net,mockdomain.net,2014-10-22,0
Lewis.Taylor@gmail.mobi,gmail.mobi,2014-06-13,0
Lewis.Tucker@fakemail.biz,fakemail.biz,2014-05-17,0
Lewis.Valenzuela@hotmail.mk,hotmail.mk,2014-11-16,0
Lewis.Walsh@hotmail.edu,hotmail.edu,2014-06-03,0.000887
Lewis.Walsh@yahoo.ca,yahoo.ca,2015-02-17,0.003106
Lewis.Yu@gmail.ao,gmail.ao,2014-12-07,0
Loree.Baker@gmail.ca,gmail.ca,2015-06-13,0.001331
Loree.Bass@aol.uk,aol.uk,2014-05-29,0.000444
Loree.Bautista@pseudobusiness.co,pseudobusiness.co,2015-07-15,0.000444
Loree.Butler@hotmail.edu,hotmail.edu,2014-05-07,0.000887
Loree.Callahan@sympatico.aero,sympatico.aero,2014-07-13,0
Loree.Cantu@hotmail.net,hotmail.net,2014-01-31,0.001775
Loree.Cervantes@phonydomain.com,phonydomain.com,2014-09-02,0.000887
Loree.Clarke@aol.ca,aol.ca,2014-01-24,0.000887
Loree.Clarke@gmail.in,gmail.in,2014-05-10,0
Loree.Cochran@gmail.net,gmail.net,2015-02-28,0.001331
Loree.Dillon@bogusdomain.ca,bogusdomain.ca,2015-06-02,0.000444
Loree.Dillon@hotmail.eu,hotmail.eu,2015-05-06,0
Loree.Dillon@msn.net,msn.net,2014-03-14,0
Loree.Dillon@pseudocompany.co,pseudocompany.co,2014-06-16,0
Loree.Dyer@hotmail.ke,hotmail.ke,2014-09-02,0.000444
Loree.English@sympatico.uk,sympatico.uk,2015-02-22,0.000887
Loree.Garrett@comcast.uk,comcast.uk,2014-04-16,0
Loree.Garrett@gmail.net,gmail.net,2015-03-29,0.001331
Loree.Garrison@gmail.edu,gmail.edu,2014-04-11,0.001775
Loree.Hatfield@hotmail.com,hotmail.com,2015-04-14,0.000887
Loree.Howard@comcast.uk,comcast.uk,2015-03-15,0
Loree.Hubbard@liarbusiness.net,liarbusiness.net,2015-05-09,0
Loree.Lara@aol.edu,aol.edu,2014-08-12,0
Loree.Long@yahoo.net,yahoo.net,2014-11-17,0.002218
Loree.Manning@yahoo.co,yahoo.co,2014-08-21,0.000887
Loree.Melendez@sympatico.edu,sympatico.edu,2014-11-05,0
Loree.Olson@aol.com,aol.com,2015-04-20,0.000444
Loree.Olson@hotmail.net,hotmail.net,2014-04-07,0.001775
Loree.Ramirez@pseudodomain.com,pseudodomain.com,2014-05-03,0
Loree.Richmond@hotmail.com,hotmail.com,2014-08-22,0.000887
Loree.Riley@hotmail.com,hotmail.com,2015-01-23,0.000887
Loree.Rivas@gmail.ca,gmail.ca,2014-03-02,0.001331
Loree.Short@comcast.edu,comcast.edu,2015-06-06,0.000444
Loree.Short@gmail.net,gmail.net,2014-02-28,0.001331
Loree.Short@hotmail.edu,hotmail.edu,2015-07-02,0.000887
Loree.Silva@hotmail.net,hotmail.net,2014-12-06,0.001775
Loree.Tucker@hotmail.ca,hotmail.ca,2014-12-11,0.00488
Loree.Velez@sympatico.com,sympatico.com,2015-07-25,0.000444
Loree.Velez@sympatico.net,sympatico.net,2014-06-05,0.000887
Loree.Velez@yahoo.edu,yahoo.edu,2015-05-15,0
Loree.Velez@yahoo.uk,yahoo.uk,2014-03-06,0
Loree.Walsh@mockbusiness.ca,mockbusiness.ca,2015-05-21,0
Loree.Watkins@gmail.com,gmail.com,2015-03-06,0.004437
Loree.Watkins@yahoo.ke,yahoo.ke,2014-07-28,0
Loree.Yu@yahoo.net,yahoo.net,2015-05-23,0.002218
Min.Acevedo@yahoo.edu,yahoo.edu,2014-04-04,0
Min.Arellano@gmail.co,gmail.co,2014-09-17,0.000887
Min.Baker@gmail.com,gmail.com,2015-06-09,0.004437
Min.Becker@gmail.eu,gmail.eu,2015-01-26,0
Min.Becker@mockdomain.net,mockdomain.net,2015-06-18,0
Min.Becker@yahoo.ca,yahoo.ca,2014-09-03,0.003106
Min.Briggs@yahoo.ai,yahoo.ai,2014-12-22,0
Min.Cantu@pseudocompany.ca,pseudocompany.ca,2014-04-03,0.000444
Min.Cooke@gmail.net,gmail.net,2014-01-29,0.001331
Min.Dominguez@comcast.mil,comcast.mil,2014-08-25,0
Min.Flynn@aol.ca,aol.ca,2014-07-19,0.000887
Min.French@aol.es,aol.es,2015-04-02,0
Min.Garrett@liarmail.ca,liarmail.ca,2014-10-28,0
Min.Gomez@aol.net,aol.net,2015-05-28,0.001331
Min.Gomez@pseudodomain.uk,pseudodomain.uk,2014-08-22,0
Min.Goodman@gmail.edu,gmail.edu,2014-08-17,0.001775
Min.Haas@hotmail.com,hotmail.com,2015-06-12,0.000887
Min.Houston@hotmail.uk,hotmail.uk,2014-03-07,0.000444
Min.Hubbard@aol.com,aol.com,2014-03-21,0.000444
Min.Lara@liarmail.com,liarmail.com,2014-03-25,0
Min.Mcdowell@yahoo.ke,yahoo.ke,2014-03-13,0
Min.Melendez@aol.edu,aol.edu,2014-02-10,0
Min.Melendez@gmail.ca,gmail.ca,2015-03-22,0.001331
Min.Melendez@yahoo.com,yahoo.com,2014-11-13,0.001775
Min.Mooney@hotmail.ao,hotmail.ao,2014-04-26,0
Min.Osborne@phonycompany.co,phonycompany.co,2014-10-04,0
Min.Pierce@liardomain.ca,liardomain.ca,2015-04-27,0.000444
Min.Riley@hotmail.com,hotmail.com,2015-03-27,0.000887
Min.Rivas@bogusbusiness.com,bogusbusiness.com,2014-02-02,0
Min.Rivas@hushmail.com,hushmail.com,2014-10-03,0
Min.Ryan@msn.eu,msn.eu,2015-04-30,0
Min.Trevino@gmail.com,gmail.com,2014-08-31,0.004437
Min.Tucker@gmail.com,gmail.com,2014-04-13,0.004437
Min.Valentine@comcast.com,comcast.com,2015-03-30,0.001331
Min.Valenzuela@hushmail.uk,hushmail.uk,2014-12-13,0
Min.Walsh@fakemail.net,fakemail.net,2015-03-31,0
Min.Walsh@gmail.com,gmail.com,2015-05-21,0.004437
Min.Watkins@hotmail.net,hotmail.net,2014-12-06,0.001775
Min.Watson@mockdomain.ca,mockdomain.ca,2014-08-09,0
Naoma.Aguirre@comcast.com,comcast.com,2015-04-18,0.001331
Naoma.Arellano@hotmail.com,hotmail.com,2014-08-02,0.000887
Naoma.Baker@bogusdomain.com,bogusdomain.com,2014-08-26,0
Naoma.Bass@hotmail.com,hotmail.com,2015-03-13,0.000887
Naoma.Becker@yahoo.ca,yahoo.ca,2014-09-24,0.003106
Naoma.Briggs@bogusdomain.com,bogusdomain.com,2015-04-18,0
Naoma.Davidson@sympatico.aero,sympatico.aero,2014-07-11,0
Naoma.Davies@hotmail.edu,hotmail.edu,2014-01-27,0.000887
Naoma.Dillon@yahoo.ca,yahoo.ca,2015-07-16,0.003106
Naoma.Frederick@hotmail.uk,hotmail.uk,2014-11-25,0.000444
Naoma.Gates@gmail.com,gmail.com,2014-11-01,0.004437
Naoma.Gomez@hotmail.ca,hotmail.ca,2014-09-07,0.00488
Naoma.Goodman@gmail.uk,gmail.uk,2014-08-22,0.000887
Naoma.Goodman@yahoo.com,yahoo.com,2015-04-12,0.001775
Naoma.Hatfield@phonycompany.ca,phonycompany.ca,2015-07-19,0.000887
Naoma.Hicks@hotmail.com,hotmail.com,2015-01-14,0.000887
Naoma.Hicks@hotmail.net,hotmail.net,2014-10-03,0.001775
Naoma.Hicks@mockdomain.co,mockdomain.co,2014-03-17,0.000444
Naoma.Hunter@yahoo.mobi,yahoo.mobi,2014-02-25,0.000444
Naoma.Kaufman@yahoo.net,yahoo.net,2015-04-16,0.002218
Naoma.Macias@aol.uk,aol.uk,2014-11-18,0.000444
Naoma.Macias@bogusmail.eu,bogusmail.eu,2015-05-17,0
Naoma.Mcdowell@gmail.co,gmail.co,2014-12-14,0.000887
Naoma.Mcdowell@yahoo.aero,yahoo.aero,2015-03-30,0
Naoma.Moon@comcast.com,comcast.com,2015-06-27,0.001331
Naoma.Moon@sympatico.com,sympatico.com,2014-05-23,0.000444
Naoma.Myers@yahoo.com,yahoo.com,2015-07-16,0.001775
Naoma.Pham@gmail.com,gmail.com,2015-03-01,0.004437
Naoma.Pham@sympatico.com,sympatico.com,2014-02-06,0.000444
Naoma.Pierce@hotmail.ca,hotmail.ca,2015-02-03,0.00488
Naoma.Richmond@hotmail.uk,hotmail.uk,2015-02-20,0.000444
Naoma.Richmond@mockbusiness.com,mockbusiness.com,2014-07-23,0
Naoma.Ryan@gmail.com,gmail.com,2014-02-03,0.004437
Naoma.Sanchez@gmail.mk,gmail.mk,2014-10-30,0
Naoma.Sandoval@gmail.uk,gmail.uk,2014-09-24,0.000887
Naoma.Sharp@gmail.edu,gmail.edu,2014-03-21,0.001775
Naoma.Short@gmail.com,gmail.com,2014-03-11,0.004437
Naoma.Short@liardomain.uk,liardomain.uk,2014-09-03,0
Naoma.Silva@gmail.net,gmail.net,2015-04-20,0.001331
Naoma.Stone@gmail.int,gmail.int,2015-01-03,0
Naoma.Walsh@comcast.ao,comcast.ao,2015-02-25,0
Naoma.Walsh@comcast.uk,comcast.uk,2015-05-01,0
Naoma.Walsh@gmail.uk,gmail.uk,2014-05-07,0.000887
Naoma.Walsh@yahoo.net,yahoo.net,2015-05-04,0.002218
Naoma.Yu@comcast.ca,comcast.ca,2014-07-14,0.000444
Peggie.Acevedo@aol.com,aol.com,2015-03-02,0.000444
Peggie.Acevedo@hotmail.in,hotmail.in,2014-05-18,0
Peggie.Acevedo@phonydomain.ca,phonydomain.ca,2015-06-21,0
Peggie.Barron@gmail.net,gmail.net,2015-02-08,0.001331
Peggie.Case@sympatico.mobi,sympatico.mobi,2014-09-19,0.000444
Peggie.Case@yahoo.com,yahoo.com,2014-03-26,0.001775
Peggie.Dillon@hotmail.edu,hotmail.edu,2014-06-04,0.000887
Peggie.Dominguez@comcast.com,comcast.com,2014-05-07,0.001331
Peggie.English@hotmail.ao,hotmail.ao,2014-06-15,0
Peggie.Flynn@yahoo.com,yahoo.com,2014-02-12,0.001775
Peggie.Frederick@comcast.ke,comcast.ke,2015-07-02,0.000887
Peggie.French@sympatico.uk,sympatico.uk,2014-07-08,0.000887
Peggie.Goodman@sympatico.net,sympatico.net,2015-06-22,0.000887
Peggie.Harris@bogusdomain.ca,bogusdomain.ca,2015-05-27,0.000444
Peggie.Hatfield@gmail.net,gmail.net,2014-11-11,0.001331
Peggie.Hatfield@hotmail.com,hotmail.com,2015-01-05,0.000887
Peggie.Hoover@mockmail.net,mockmail.net,2014-12-11,0.000444
Peggie.Howard@comcast.co,comcast.co,2014-04-10,0
Peggie.Kent@mockcompany.com,mockcompany.com,2015-02-10,0
Peggie.Lara@liardomain.net,liardomain.net,2014-07-25,0
Peggie.Manning@hushmail.net,hushmail.net,2014-07-07,0
Peggie.Melendez@aol.uk,aol.uk,2014-03-01,0.000444
Peggie.Moon@gmail.edu,gmail.edu,2015-03-17,0.001775
Peggie.Osborne@yahoo.ca,yahoo.ca,2015-04-18,0.003106
Peggie.Pugh@yahoo.ca,yahoo.ca,2014-11-03,0.003106
Peggie.Richmond@hotmail.com,hotmail.com,2015-01-13,0.000887
Peggie.Rivera@hotmail.co,hotmail.co,2015-02-02,0
Peggie.Sandoval@gmail.ao,gmail.ao,2014-12-01,0
Peggie.Sharp@fakebusiness.net,fakebusiness.net,2014-12-10,0.000444
Peggie.Sosa@hushmail.co,hushmail.co,2014-05-04,0
Peggie.Trevino@fakecompany.com,fakecompany.com,2014-04-28,0
Peggie.Tucker@liardomain.net,liardomain.net,2014-10-31,0
Peggie.Valentine@phonycompany.ca,phonycompany.ca,2015-04-10,0.000887
Peggie.Watson@yahoo.uk,yahoo.uk,2014-08-28,0
Piedad.Acevedo@gmail.uk,gmail.uk,2015-05-24,0.000887
Piedad.Acevedo@yahoo.com,yahoo.com,2015-04-18,0.001775
Piedad.Aguirre@hotmail.eu,hotmail.eu,2014-08-27,0
Piedad.Aguirre@sympatico.com,sympatico.com,2014-10-09,0.000444
Piedad.Arellano@aol.com,aol.com,2014-06-08,0.000444
Piedad.Arellano@yahoo.co,yahoo.co,2014-10-12,0.000887
